"game_date","matchup","player_id","player_name","prop_type","player_prop","dk_decimal_odds","implied_probability"
"2026-03-03","NY Knicks @ TOR Raptors","33382","OG Anunoby","Points","Points 8+","1.06","0.943396"
"2026-03-03","NY Knicks @ TOR Raptors","33382","OG Anunoby","Points","Points 10+","1.15","0.869565"
"2026-03-03","NY Knicks @ TOR Raptors","33382","OG Anunoby","Points","Points 12+","1.3","0.769231"
"2026-03-03","NY Knicks @ TOR Raptors","33382","OG Anunoby","Points","Points 15+","1.7","0.588235"
"2026-03-03","NY Knicks @ TOR Raptors","33382","OG Anunoby","Points","Points 16+","1.91","0.523560"
"2026-03-03","NY Knicks @ TOR Raptors","33382","OG Anunoby","Points","Points 18+","2.46","0.406504"
"2026-03-03","NY Knicks @ TOR Raptors","33382","OG Anunoby","Points","Points 20+","3.3","0.303030"
"2026-03-03","NY Knicks @ TOR Raptors","33382","OG Anunoby","Points","Points 25+","8","0.125000"
"2026-03-03","NY Knicks @ TOR Raptors","33382","OG Anunoby","Points","Points 30+","19.4","0.051546"
"2026-03-03","NY Knicks @ TOR Raptors","33215","Brandon Ingram","Points","Points 12+","1.06","0.943396"
"2026-03-03","NY Knicks @ TOR Raptors","33215","Brandon Ingram","Points","Points 15+","1.19","0.840336"
"2026-03-03","NY Knicks @ TOR Raptors","33215","Brandon Ingram","Points","Points 18+","1.43","0.699301"
"2026-03-03","NY Knicks @ TOR Raptors","33215","Brandon Ingram","Points","Points 20+","1.7","0.588235"
"2026-03-03","NY Knicks @ TOR Raptors","33215","Brandon Ingram","Points","Points 21+","1.88","0.531915"
"2026-03-03","NY Knicks @ TOR Raptors","33215","Brandon Ingram","Points","Points 25+","3.14","0.318471"
"2026-03-03","NY Knicks @ TOR Raptors","33215","Brandon Ingram","Points","Points 30+","7.1","0.140845"
"2026-03-03","NY Knicks @ TOR Raptors","33215","Brandon Ingram","Points","Points 35+","17.2","0.058140"
"2026-03-03","NY Knicks @ TOR Raptors","33217","Josh Hart","Points","Points 6+","1.12","0.892857"
"2026-03-03","NY Knicks @ TOR Raptors","33217","Josh Hart","Points","Points 8+","1.28","0.781250"
"2026-03-03","NY Knicks @ TOR Raptors","33217","Josh Hart","Points","Points 10+","1.55","0.645161"
"2026-03-03","NY Knicks @ TOR Raptors","33217","Josh Hart","Points","Points 12+","1.99","0.502513"
"2026-03-03","NY Knicks @ TOR Raptors","33217","Josh Hart","Points","Points 15+","3.19","0.313480"
"2026-03-03","NY Knicks @ TOR Raptors","33217","Josh Hart","Points","Points 18+","5.6","0.178571"
"2026-03-03","NY Knicks @ TOR Raptors","33217","Josh Hart","Points","Points 20+","8.5","0.117647"
"2026-03-03","NY Knicks @ TOR Raptors","33217","Josh Hart","Points","Points 25+","22","0.045455"
