"game_date","matchup","player_id","player_name","prop_type","player_prop","dk_decimal_odds","implied_probability"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","32976","Daniel Gafford","Points","Points 6+","1.17","0.854701"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","32976","Daniel Gafford","Points","Points 8+","1.45","0.689655"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","32976","Daniel Gafford","Points","Points 10+","2","0.500000"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","32976","Daniel Gafford","Points","Points 12+","2.99","0.334448"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","32976","Daniel Gafford","Points","Points 15+","6.23","0.160514"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","32976","Daniel Gafford","Points","Points 18+","14","0.071429"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","32976","Daniel Gafford","Points","Points 20+","22","0.045455"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","33251","Dennis Schroder","Points","Points 6+","1.23","0.813008"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","33251","Dennis Schroder","Points","Points 8+","1.49","0.671141"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","33251","Dennis Schroder","Points","Points 10+","1.94","0.515464"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","33251","Dennis Schroder","Points","Points 12+","2.75","0.363636"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","33251","Dennis Schroder","Points","Points 15+","5.04","0.198413"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","33251","Dennis Schroder","Points","Points 18+","10.3","0.097087"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","33251","Dennis Schroder","Points","Points 20+","16.2","0.061728"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","535788","Naji Marshall","Points","Points 6+","1.04","0.961538"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","535788","Naji Marshall","Points","Points 8+","1.12","0.892857"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","535788","Naji Marshall","Points","Points 10+","1.27","0.787402"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","535788","Naji Marshall","Points","Points 12+","1.5","0.666667"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","535788","Naji Marshall","Points","Points 14+","1.86","0.537634"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","535788","Naji Marshall","Points","Points 15+","2.12","0.471698"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","535788","Naji Marshall","Points","Points 18+","3.27","0.305810"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","535788","Naji Marshall","Points","Points 20+","4.67","0.214133"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","535788","Naji Marshall","Points","Points 25+","11.4","0.087719"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","535788","Naji Marshall","Points","Points 30+","27","0.037037"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","33070","James Harden","Points","Points 10+","1.03","0.970874"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","33070","James Harden","Points","Points 12+","1.07","0.934579"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","33070","James Harden","Points","Points 15+","1.19","0.840336"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","33070","James Harden","Points","Points 18+","1.4","0.714286"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","33070","James Harden","Points","Points 20+","1.62","0.617284"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","33070","James Harden","Points","Points 22+","1.94","0.515464"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","33070","James Harden","Points","Points 25+","2.7","0.370370"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","33070","James Harden","Points","Points 30+","5.24","0.190840"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","33070","James Harden","Points","Points 35+","11.2","0.089286"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","33070","James Harden","Points","Points 40+","22","0.045455"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","905515","Cooper Flagg","Points","Points 10+","1.05","0.952381"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","905515","Cooper Flagg","Points","Points 12+","1.11","0.900901"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","905515","Cooper Flagg","Points","Points 15+","1.29","0.775194"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","905515","Cooper Flagg","Points","Points 18+","1.6","0.625000"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","905515","Cooper Flagg","Points","Points 20+","1.93","0.518135"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","905515","Cooper Flagg","Points","Points 25+","3.59","0.278552"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","905515","Cooper Flagg","Points","Points 30+","8","0.125000"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","905515","Cooper Flagg","Points","Points 35+","19.4","0.051546"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","32992","Dean Wade","Points","Points 6+","1.9","0.526316"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","32992","Dean Wade","Points","Points 8+","2.77","0.361011"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","32992","Dean Wade","Points","Points 10+","4.84","0.206612"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","32992","Dean Wade","Points","Points 12+","7.8","0.128205"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","32992","Dean Wade","Points","Points 15+","17","0.058824"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","32992","Dean Wade","Points","Points 18+","30","0.033333"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","800376","Jaylon Tyson","Points","Points 6+","1.18","0.847458"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","800376","Jaylon Tyson","Points","Points 8+","1.39","0.719424"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","800376","Jaylon Tyson","Points","Points 10+","1.73","0.578035"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","800376","Jaylon Tyson","Points","Points 11+","2","0.500000"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","800376","Jaylon Tyson","Points","Points 12+","2.31","0.432900"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","800376","Jaylon Tyson","Points","Points 15+","3.91","0.255754"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","800376","Jaylon Tyson","Points","Points 18+","7","0.142857"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","800376","Jaylon Tyson","Points","Points 20+","10.5","0.095238"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","800376","Jaylon Tyson","Points","Points 25+","26","0.038462"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","33398","Donovan Mitchell","Points","Points 15+","1.03","0.970874"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","33398","Donovan Mitchell","Points","Points 18+","1.11","0.900901"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","33398","Donovan Mitchell","Points","Points 20+","1.2","0.833333"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","33398","Donovan Mitchell","Points","Points 25+","1.63","0.613497"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","33398","Donovan Mitchell","Points","Points 27+","1.94","0.515464"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","33398","Donovan Mitchell","Points","Points 30+","2.68","0.373134"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","33398","Donovan Mitchell","Points","Points 35+","5.39","0.185529"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","33398","Donovan Mitchell","Points","Points 40+","12","0.083333"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","33398","Donovan Mitchell","Points","Points 45+","26","0.038462"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","32950","P.J. Washington","Points","Points 6+","1.08","0.925926"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","32950","P.J. Washington","Points","Points 8+","1.21","0.826446"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","32950","P.J. Washington","Points","Points 10+","1.42","0.704225"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","32950","P.J. Washington","Points","Points 12+","1.78","0.561798"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","32950","P.J. Washington","Points","Points 15+","2.74","0.364964"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","32950","P.J. Washington","Points","Points 18+","4.67","0.214133"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","32950","P.J. Washington","Points","Points 20+","6.93","0.144300"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","32950","P.J. Washington","Points","Points 25+","18.8","0.053191"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","527270","Sam Merrill","Points","Points 6+","1.11","0.900901"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","527270","Sam Merrill","Points","Points 8+","1.25","0.800000"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","527270","Sam Merrill","Points","Points 10+","1.51","0.662252"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","527270","Sam Merrill","Points","Points 12+","1.89","0.529101"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","527270","Sam Merrill","Points","Points 15+","2.92","0.342466"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","527270","Sam Merrill","Points","Points 18+","4.99","0.200401"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","527270","Sam Merrill","Points","Points 20+","7.1","0.140845"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","527270","Sam Merrill","Points","Points 25+","18.2","0.054945"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","590986","Evan Mobley","Points","Points 10+","1.06","0.943396"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","590986","Evan Mobley","Points","Points 12+","1.13","0.884956"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","590986","Evan Mobley","Points","Points 15+","1.35","0.740741"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","590986","Evan Mobley","Points","Points 18+","1.77","0.564972"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","590986","Evan Mobley","Points","Points 19+","1.99","0.502513"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","590986","Evan Mobley","Points","Points 20+","2.25","0.444444"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","590986","Evan Mobley","Points","Points 25+","4.71","0.212314"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","590986","Evan Mobley","Points","Points 30+","11.8","0.084746"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","590986","Evan Mobley","Points","Points 35+","27","0.037037"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","649606","Keon Ellis","Points","Points 6+","1.35","0.740741"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","649606","Keon Ellis","Points","Points 8+","1.71","0.584795"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","649606","Keon Ellis","Points","Points 9+","2.01","0.497512"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","649606","Keon Ellis","Points","Points 10+","2.37","0.421941"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","649606","Keon Ellis","Points","Points 12+","3.49","0.286533"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","649606","Keon Ellis","Points","Points 15+","6.66","0.150150"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","649606","Keon Ellis","Points","Points 18+","13.4","0.074627"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","649606","Keon Ellis","Points","Points 20+","20.4","0.049020"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","649581","Max Christie","Points","Points 6+","1.14","0.877193"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","649581","Max Christie","Points","Points 8+","1.31","0.763359"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","649581","Max Christie","Points","Points 10+","1.6","0.625000"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","649581","Max Christie","Points","Points 11+","1.81","0.552486"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","649581","Max Christie","Points","Points 12+","2.09","0.478469"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","649581","Max Christie","Points","Points 15+","3.34","0.299401"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","649581","Max Christie","Points","Points 18+","5.85","0.170940"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","649581","Max Christie","Points","Points 20+","8.6","0.116279"
"2026-03-13","CLE Cavaliers @ DAL Mavericks","649581","Max Christie","Points","Points 25+","22","0.045455"
"2026-03-13","MEM Grizzlies @ DET Pistons","713762","Taylor Hendricks","Points","Points 6+","1.25","0.800000"
"2026-03-13","MEM Grizzlies @ DET Pistons","713762","Taylor Hendricks","Points","Points 8+","1.52","0.657895"
"2026-03-13","MEM Grizzlies @ DET Pistons","713762","Taylor Hendricks","Points","Points 10+","2.02","0.495050"
"2026-03-13","MEM Grizzlies @ DET Pistons","713762","Taylor Hendricks","Points","Points 12+","2.86","0.349650"
"2026-03-13","MEM Grizzlies @ DET Pistons","713762","Taylor Hendricks","Points","Points 15+","5.31","0.188324"
"2026-03-13","MEM Grizzlies @ DET Pistons","713762","Taylor Hendricks","Points","Points 18+","10.8","0.092593"
"2026-03-13","MEM Grizzlies @ DET Pistons","713762","Taylor Hendricks","Points","Points 20+","16.6","0.060241"
"2026-03-13","MEM Grizzlies @ DET Pistons","713797","GG Jackson","Points","Points 8+","1.07","0.934579"
"2026-03-13","MEM Grizzlies @ DET Pistons","713797","GG Jackson","Points","Points 10+","1.18","0.847458"
"2026-03-13","MEM Grizzlies @ DET Pistons","713797","GG Jackson","Points","Points 12+","1.35","0.740741"
"2026-03-13","MEM Grizzlies @ DET Pistons","713797","GG Jackson","Points","Points 15+","1.83","0.546448"
"2026-03-13","MEM Grizzlies @ DET Pistons","713797","GG Jackson","Points","Points 18+","2.72","0.367647"
"2026-03-13","MEM Grizzlies @ DET Pistons","713797","GG Jackson","Points","Points 20+","3.79","0.263852"
"2026-03-13","MEM Grizzlies @ DET Pistons","713797","GG Jackson","Points","Points 25+","9.3","0.107527"
"2026-03-13","MEM Grizzlies @ DET Pistons","713797","GG Jackson","Points","Points 30+","23","0.043478"
"2026-03-13","MEM Grizzlies @ DET Pistons","649562","Jalen Duren","Points","Points 10+","1.03","0.970874"
"2026-03-13","MEM Grizzlies @ DET Pistons","649562","Jalen Duren","Points","Points 12+","1.1","0.909091"
"2026-03-13","MEM Grizzlies @ DET Pistons","649562","Jalen Duren","Points","Points 15+","1.28","0.781250"
"2026-03-13","MEM Grizzlies @ DET Pistons","649562","Jalen Duren","Points","Points 18+","1.61","0.621118"
"2026-03-13","MEM Grizzlies @ DET Pistons","649562","Jalen Duren","Points","Points 19+","1.79","0.558659"
"2026-03-13","MEM Grizzlies @ DET Pistons","649562","Jalen Duren","Points","Points 20+","1.99","0.502513"
"2026-03-13","MEM Grizzlies @ DET Pistons","649562","Jalen Duren","Points","Points 25+","4.05","0.246914"
"2026-03-13","MEM Grizzlies @ DET Pistons","649562","Jalen Duren","Points","Points 30+","9.7","0.103093"
"2026-03-13","MEM Grizzlies @ DET Pistons","649562","Jalen Duren","Points","Points 35+","22","0.045455"
"2026-03-13","MEM Grizzlies @ DET Pistons","800655","Jaylen Wells","Points","Points 6+","1.09","0.917431"
"2026-03-13","MEM Grizzlies @ DET Pistons","800655","Jaylen Wells","Points","Points 8+","1.22","0.819672"
"2026-03-13","MEM Grizzlies @ DET Pistons","800655","Jaylen Wells","Points","Points 10+","1.42","0.704225"
"2026-03-13","MEM Grizzlies @ DET Pistons","800655","Jaylen Wells","Points","Points 12+","1.76","0.568182"
"2026-03-13","MEM Grizzlies @ DET Pistons","800655","Jaylen Wells","Points","Points 13+","1.99","0.502513"
"2026-03-13","MEM Grizzlies @ DET Pistons","800655","Jaylen Wells","Points","Points 15+","2.66","0.375940"
"2026-03-13","MEM Grizzlies @ DET Pistons","800655","Jaylen Wells","Points","Points 18+","4.3","0.232558"
"2026-03-13","MEM Grizzlies @ DET Pistons","800655","Jaylen Wells","Points","Points 20+","6.32","0.158228"
"2026-03-13","MEM Grizzlies @ DET Pistons","800655","Jaylen Wells","Points","Points 25+","16","0.062500"
"2026-03-13","MEM Grizzlies @ DET Pistons","32851","Kevin Huerter","Points","Points 6+","1.27","0.787402"
"2026-03-13","MEM Grizzlies @ DET Pistons","32851","Kevin Huerter","Points","Points 8+","1.55","0.645161"
"2026-03-13","MEM Grizzlies @ DET Pistons","32851","Kevin Huerter","Points","Points 9+","1.75","0.571429"
"2026-03-13","MEM Grizzlies @ DET Pistons","32851","Kevin Huerter","Points","Points 10+","2.04","0.490196"
"2026-03-13","MEM Grizzlies @ DET Pistons","32851","Kevin Huerter","Points","Points 12+","2.8","0.357143"
"2026-03-13","MEM Grizzlies @ DET Pistons","32851","Kevin Huerter","Points","Points 15+","4.98","0.200803"
"2026-03-13","MEM Grizzlies @ DET Pistons","32851","Kevin Huerter","Points","Points 18+","9.2","0.108696"
"2026-03-13","MEM Grizzlies @ DET Pistons","32851","Kevin Huerter","Points","Points 20+","14","0.071429"
"2026-03-13","MEM Grizzlies @ DET Pistons","32851","Kevin Huerter","Points","Points 25+","31","0.032258"
"2026-03-13","MEM Grizzlies @ DET Pistons","33163","Duncan Robinson","Points","Points 6+","1.17","0.854701"
"2026-03-13","MEM Grizzlies @ DET Pistons","33163","Duncan Robinson","Points","Points 8+","1.36","0.735294"
"2026-03-13","MEM Grizzlies @ DET Pistons","33163","Duncan Robinson","Points","Points 10+","1.74","0.574713"
"2026-03-13","MEM Grizzlies @ DET Pistons","33163","Duncan Robinson","Points","Points 11+","1.93","0.518135"
"2026-03-13","MEM Grizzlies @ DET Pistons","33163","Duncan Robinson","Points","Points 12+","2.28","0.438596"
"2026-03-13","MEM Grizzlies @ DET Pistons","33163","Duncan Robinson","Points","Points 15+","3.78","0.264550"
"2026-03-13","MEM Grizzlies @ DET Pistons","33163","Duncan Robinson","Points","Points 18+","6.95","0.143885"
"2026-03-13","MEM Grizzlies @ DET Pistons","33163","Duncan Robinson","Points","Points 20+","10.2","0.098039"
"2026-03-13","MEM Grizzlies @ DET Pistons","33163","Duncan Robinson","Points","Points 25+","27","0.037037"
"2026-03-13","MEM Grizzlies @ DET Pistons","590962","Cade Cunningham","Points","Points 15+","1.08","0.925926"
"2026-03-13","MEM Grizzlies @ DET Pistons","590962","Cade Cunningham","Points","Points 18+","1.22","0.819672"
"2026-03-13","MEM Grizzlies @ DET Pistons","590962","Cade Cunningham","Points","Points 20+","1.36","0.735294"
